Catalog Number;Collectors;Collector Number;Start Date;Start Date Precision;Pais;Provincia;Distrito ou Municipio;Locality Name;Latitude1;Longitude1;Collection;Determiner;Kingdom;phylum;class;order;family;genus;Full Name;Species Author;subspecies Author;variety Author
LISC043445;A.R.Torre;435;07/1934;2;Mozambique;Niassa;Cidade de Lichinga;Vila Cabral, Vila Cabral;-13,3127785;35,2405567;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus torrei;Baker f.;;
LISC043446; A.R. Torre;1247;30/03/1937;1;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;A.R.Torre;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida acuta;Burm.f.;;
LISC043447;F.A.Mendonça;3884;08/04/1948;1;Mozambique;Manica;Manica;Chimoio, Garuso;-18,9827766;33,1680527;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida acuta;Burm.f.;;
LISC043448;F.A.Mendonça;4049;25/04/1948;1;Mozambique;Manica;Gondola;Chimoio, Missão de Amatongas.;-19,1044436;33,813055;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida acuta;Burm.f.;;
LISC043449;J.G.Garcia ;956 A;21/04/1948;1;Moçambique;Sofala;Nhamatanda;Vila Machado, próximo da serração do Chiluvo.;-19,175392;34,048724;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida acuta;Burm.f.;;
LISC043450;J.G.Garcia;956 A;21/04/1948;1;Moçambique;Sofala;Nhamatanda;Vila Machado, próximo da serração do Chiluvo.;-19,175392;34,048724;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida acuta;Burm.f.;;
LISC043451;F.A.Mendonça;345;22/09/1842;1;Mozambique;Tete;Marávia;Margem do Zambese, entre Tete e Boroma.;-16,050046;33,456659;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida alba;L.;;
LISC043452;F.A.Mendonça;3868;04/04/1948;1;Mozambique;Manica;Manica;Entre Vila de Manica e o posto fiscal da fronteira.;-18,966211;32,795913;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida alba;L.;;
LISC043453;A.R.Torre;1310;10/04/1937;1;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;A.D.J.Meeuse;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida cordifolia;L.;;
LISC043454;J.G.Garcia;440;01/03/1948;1;Moçambique;Manica;Gondola;Chimoio, Tembe.;-19,0291662;33,4327793;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida cordifolia;L.;;
LISC043455;F.A.Mendonça;1567;02/12/1942;1;Mozambique;Gaza;Chibuto;Guijá, Caniçado.;-24,631441;33,288235;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida cordifolia;L.;;
LISC043456;F.A.Mendonça;1649;06/12/1942;1;Mozambique;Província de Maputo;Namaacha;Goba;-26,1997213;32,1516864;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida dregei;Burtt Davy;;
LISC043457;F.A.Mendonça;3517;25/11/1947;1;Mozambique;Província de Maputo;Matutuíne;Maputo, Bela Vista, Quinta da Pedra, margens do rio Maputo.;-26,3427782;32,6736126;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida dregei;Burtt Davy;;
LISC043458;A.R.Torre ;1980;14/11/1940;1;Mozambique;Província de Maputo;Namaacha;Entre Boane e Goba;-26,053845;32,154764;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida dregei;Burtt Davy;;
LISC043459;F.A.Mendonça;4265;15/05/1948;1;Mozambique;Tete;Cidade de Tete;Moatize, Matunde, em frente de Tete.;-16,146446;33,599033;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida grewioides;Guill. & Perr.;;
LISC043460;A.R.Torre;6759;15/07/1944;1;Mozambique;Gaza;Chibuto;Margens do rio Changane. Posto do Alto Changane. Chibuto.;-24,308054;33,6299992;Herbário;A.D.J.Meeuse;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida ovata;Forssk.;;
LISC043461;A.R.Torre;6759;15/07/1944;1;Mozambique;Gaza;Chibuto;Margens do rio Changane. Posto do Alto Changane. Chibuto.;-24,308054;33,6299992;Herbário;A.D.J.Meeuse;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida ovata;Forssk.;;
LISC043462;A.R.Torre;819;28/03/1936;1;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida pseudocordifolia;Hochr.;;
LISC043463;F.A.Mendonça;4050;25/04/1948;1;Mozambique;Manica;Gondola;Chimoio, Missão de Amatongas.;-19,1044436;33,813055;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida pseudocordifolia;Hochr.;;
LISC043464;F.A.Mendonça;4060;26/04/1948;1;Mozambique;Manica;Manica;Chimoio, Garuso, estação de c. f.;-18,973364;33,170819;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida pseudocordifolia;Hochr.;;
LISC043465;A.R.Torre;2433;20/12/1940;1;Mozambique;Província de Maputo;Cidade de Maputo;Campo de aviação de L. M.;-25,9152784;32,5763874;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida rhombifolia;L.;;
LISC043466;F.A.Mendonça;3891;10/04/1948;1;Mozambique;Manica;Manica;Chimoio, Serra de Garuso;-18,9450006;33,1511078;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida rhombifolia;L.;;
LISC043467;F.A.Mendonça;3891;10/04/1948;1;Mozambique;Manica;Manica;Chimoio, Serra de Garuso;-18,9450006;33,1511078;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida rhombifolia;L.;;
LISC043468;F.A.Mendonça;3925;15/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, base da serra do Chiluvo.;-19,2422228;34,0697231;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida rhombifolia;L.;;
LISC043469;F.A.Mendonça;3925;15/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, base da serra do Chiluvo.;-19,2422228;34,0697231;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida rhombifolia;L.;;
LISC043470; F.A. Mendonça;1011;21/10/1942;1;Mozambique;Cabo Delgado;Palma;Palma, margem do rio Rovuma.;-10,524396;40,397456;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Thespesia;Thespesia populnea;(L.) Soland. ex Correa;;
LISC043471;F.A.Mendonça;1011;21/10/1942;1;Mozambique;Cabo Delgado;Palma;Palma, margem do rio Rovuma.;-10,524396;40,397456;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Thespesia;Thespesia populnea;(L.) Soland. ex Correa;;
LISC043472;F.A.Mendonça;4144;09/05/1948;1;Mozambique;Tete;Moatize;Zóbuè, Missão do Combate ás Tripanosomas.;-15,5951097;34,415423;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Urena;Urena lobata;L.;;
LISC043473; A.R.Torre;436;03/08/1934;1;Mozambique;Niassa;Mandimba;Amaramba, margens do rio Lugenda, estrada de Mandimba;-14,192614;35,967427;Herbário;J.d'Orey;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Urena;Urena lobata;L.;;
LISC043474;A.R.Torre;688;27/05/1935;1;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;J.d'Orey;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Urena;Urena lobata;L.;;
LISC043475;A.R.Torre;1441;19/04/1937;1;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;J.d'Orey;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Urena;Urena lobata;L.;;
LISC043476;A.R.Torre;5392;04/06/1943;1;Mozambique;Zambezia;;Entre Mocuba e Nhamarroi.;-16,398292;36,924137;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Urena;Urena lobata;L.;;
LISC043477;A.R.Torre;5551;21/06/1943;1;Mozambique;Zambezia;Ile;Região do Ile, Ile;-16,024167;37,206111;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Urena;Urena lobata;L.;;
LISC043478;F.A.Mendonça;4358;22/05/1948;1;Mozambique;Sofala;Cheringoma;Cheringoma, Inhaminga, margens do rio Chibondo;-18,398688;35,19072;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Urena;Urena lobata;L.;;
LISC043479;F.A.Mendonça;4429;30/05/1948;1;Mozambique;Sofala;Muanza;Cheringoma, Inhansato;-19,3400011;34,8622227;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Urena;Urena lobata;L.;;
LISC043480;F.A.Mendonça;4429;30/05/1948;1;Mozambique;Sofala;Muanza;Cheringoma, Inhansato;-19,3400011;34,8622227;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Urena;Urena lobata;L.;;
LISC043481; A.R.Torre;2769;28/05/1941;1;Mozambique;Inhambane;Govuro;Govuro, Mambone. Margens do rio Save.;-20,9880552;35,0222225;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Urena;Urena lobata;L.;;
LISC043482;F.A.Mendonça ;3921;15/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, base da serra do Chiluvo.;-19,2422228;34,0697231;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Wissadula;Wissadula amplissima var. rostrata;(L.) R.E.Fr.;;(Schumach. & Thonn.) R.E.Fr.
LISC043483;F.A.Mendonça;3921;15/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, base da serra do Chiluvo.;-19,2422228;34,0697231;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Wissadula;Wissadula amplissima var. rostrata;(L.) R.E.Fr.;;(Schumach. & Thonn.) R.E.Fr.
LISC043484;A.R.Torre;1372;14/04/1937;1;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;A.R.Torre;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Wissadula;Wissadula amplissima var. rostrata;(L.) R.E.Fr.;;(Schumach. & Thonn.) R.E.Fr.
LISC043485;F.A.Mendonça;149;05/09/1942;1;Mozambique;Manica;Sussundenga;Manica, a 10 km da escola, na estrada para o Dombe.;-19,537987;33,320562;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Wissadula;Wissadula amplissima var. rostrata;(L.) R.E.Fr.;;(Schumach. & Thonn.) R.E.Fr.
LISC043486;J.G.Garcia;986;26/04/1948;1;Moçambique;Sofala;Nhamatanda;Dondo, Vila Machado, base da serra do Chiluvo;-19,2422228;34,0697231;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Wissadula;Wissadula amplissima var. rostrata;(L.) R.E.Fr.;;(Schumach. & Thonn.) R.E.Fr.
LISC043487;J.G.Garcia;986;26/04/1948;1;Moçambique;Sofala;Nhamatanda;Dondo, Vila Machado, base da serra do Chiluvo;-19,2422228;34,0697231;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Wissadula;Wissadula amplissima var. rostrata;(L.) R.E.Fr.;;(Schumach. & Thonn.) R.E.Fr.
LISC043488;J.G.Garcia;986 A;26/04/1948;1;Moçambique;Sofala;Nhamatanda;Dondo, Vila Machado, base da serra do Chiluvo;-19,2422228;34,0697231;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Wissadula;Wissadula amplissima var. rostrata;(L.) R.E.Fr.;;(Schumach. & Thonn.) R.E.Fr.
LISC043619;J.G.Garcia;881;05/04/1948;1;Moçambique;Manica;Manica;Chimoio, serra do Garuso;-18,9450006;33,1511078;Herbário;A.D.J.Meeuse;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia columella;Cav.;;
LISC043489;F.A.Mendonça;4302;17/05/1948;1;Mozambique;Tete;Mutarara;Tete, ao km 148 do C. de Ferro.;-16,485128;34,473952;Herbário;A.R.Torre;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Barleria;Barleria senensis;klotzsch;;
LISC043490;A.R.Torre;1412;17/05/1937;1;Mozambique;Nampula;Memba;Memba, entre Memba e Nacala, estrada de Nacala;-14,378251;40,518872;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Barleria;Barleria spinulosa;Klotzsch;;
LISC043491;A.R.Torre;1399;07/05/1937;1;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Barleria;Barleria spinulosa;Klotzsch;;
LISC043492;A.R.Torre;621;11/07/1936;1;Mozambique;Nampula;Murrupula;Nampula, arredores de Murrupula;-15,443364;38,718372;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Barleria;Barleria spinulosa;Klotzsch;;
LISC045954;F.A.Mendonça;434;26/09/1942;1;Mozambique;Tete;Changara;Tete, Chioco;-16,416667;32,8247242;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;Adansonia digitata;L.;;
LISC045955;F.A.Mendonça;740;10/10/1942;1;Mozambique;Niassa;Lago;Maniamba, Metangula, margens do lago Niassa.;-12,6949997;34,815834;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;Adansonia digitata;L.;;
LISC045956;F.A.Mendonça;741;10/10/1942;1;Mozambique;Niassa;Lago;Lago, Metangula.;-12,6949997;34,815834;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;Adansonia digitata;L.;;
LISC045970;F.A.Mendonça;742;10/10/1942;1;Mozambique;Niassa;Lago;Lago, Metangula.;-12,6949997;34,815834;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;Adansonia digitata;L.;;
LISC045971;F.A.Mendonça;743;10/10/1942;1;Mozambique;Niassa;Lago;Lago, Metangula.;-12,6949997;34,815834;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;Adansonia digitata;L.;;
LISC045957;A.R.Torre ;922;1935;3;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;Adansonia digitata;L.;;
LISC045958;F.A.Mendonça ;4271 A;16/05/1948;1;Mozambique;Tete;Moatize;Matunde, margens do Revúbuè;-16,1813898;33,627779;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;Adansonia digitata;L.;;
LISC045959;F.A.Mendonça;3179;30/11/1944;1;Mozambique;Província de Maputo;Magude;Magude, Mapulanguene;-24,459186;32,053113;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;Adansonia digitata;L.;;
LISC045960;F.A.Mendonça;3179;30/11/1944;1;Mozambique;Província de Maputo;Magude;Magude, Mapulanguene;-24,459186;32,053113;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;Adansonia digitata;L.;;
LISC045961;F.A.Mendonça;3179;30/11/1944;1;Mozambique;Província de Maputo;Magude;Magude, Mapulanguene;-24,459186;32,053113;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;Adansonia digitata;L.;;
LISC045962;F.A.Mendonça;2752;04/11/1944;1;Mozambique;Gaza;Chicualacuala;Alto de Limpopo, entre Mapai e Mabelane;-23,039272;32,154511;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;Adansonia digitata;L.;;
LISC045963;A.R.Torre;3084;12/07/1941;1;Mozambique;Sofala;Cheringoma;Inhaminga, próx. da Administração e a Estação de C. F.;-18,4152784;35,022501;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Bombax;Rhodognaphalon schumannianum;A.Robyns;;
LISC045964;A.R.Torre;3084;12/07/1941;1;Mozambique;Sofala;Cheringoma;Inhaminga, próx. da Administração e a Estação de C. F.;-18,4152784;35,022501;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Bombax;Rhodognaphalon schumannianum;A.Robyns;;
LISC046674;F.A.Mendonça;990;19/10/1942;1;Mozambique;Cabo Delgado;Nangade;Tungue, Nangade;-11,060523;39,663182;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Bombax;Rhodognaphalon stolzii;(Ulbr.) A.Robyns;;
LISC045967;F.A.Mendonça;4387;25/05/1948;1;Mozambique;Sofala;Cheringoma;Inhaminga.;-18,4036112;34,9958324;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Bombax;Rhodognaphalon stolzii;(Ulbr.) A.Robyns;;
LISC045968;F.A.Mendonça;4387;25/05/1948;1;Mozambique;Sofala;Cheringoma;Inhaminga.;-18,4036112;34,9958324;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Bombax;Rhodognaphalon stolzii;(Ulbr.) A.Robyns;;
LISC046013;A.R.Torre;6854;15/12/1944;1;Mozambique;Província de Maputo;Cidade de Maputo;Lourenço Marques. Jardim Vasco da Gama.;-25,971528;32,573747;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Brachychiton;Brachychiton acerifolium;(A.Cunn.) F.Muell.;;
LISC046014;A.R.Torre;6854;15/12/1944;1;Mozambique;Província de Maputo;Cidade de Maputo;Lourenço Marques. Jardim Vasco da Gama.;-25,971528;32,573747;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Brachychiton;Brachychiton acerifolium;(A.Cunn.) F.Muell.;;
LISC046015;F.A.Mendonça;628;03/10/1942;1;Mozambique;Tete;Moatize;Serra de Zóbuè;-15,61301;34,457854;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Cola;Cola greenwayi;Brenan;;
LISC046016;A.R.Torre;6247;29/11/1943;1;Mozambique;Manica;Manica;Chimoio. Serra do Garuzo.;-18,9475012;33,0686111;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Cola;Cola greenwayi;Brenan;;
LISC046017;A.R.Torre;6247;29/11/1943;1;Mozambique;Manica;Manica;Chimoio. Serra do Garuzo.;-18,9475012;33,0686111;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Cola;Cola greenwayi;Brenan;;
LISC046018;F.A.Mendonça ;2303;29/09/1944;1;Mozambique;Zambezia;Gúruè;Entre Mutuali e Milange, riacho Metiquelexi;-15,326629;36,718431;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Cola;Cola microcarpa;Brenan;;
LISC046019;F.A.Mendonça;2303;29/09/1944;1;Mozambique;Zambezia;Gúruè;Entre Mutuali e Milange, riacho Metiquelexi;-15,326629;36,718431;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Cola;Cola microcarpa;Brenan;;
LISC046020;A.R.Torre;4291;10/06/1942;1;Mozambique;Manica;Mossurize;Arredores da Missão Católica de Espungabera.;-20,5813894;32,7688885;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046021;F.A.Mendonça;;;1;Portugal;;;Portugal (cultivada);;;Herbário;C.N.Tavares;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046022;F.A.Mendonça;;;1;Portugal;;;Portugal (cultivada);;;Herbário;C.N.Tavares;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046023;J.G.Garcia;785;28/03/1948;1;Moçambique;Manica;Manica;Chimoio, Bandula.;-19,0116663;33,1433372;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046024;J.G.Garcia;785;28/03/1948;1;Moçambique;Manica;Manica;Chimoio, Bandula.;-19,0116663;33,1433372;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046025;F.A.Mendonça;4051;25/04/1948;1;Mozambique;Manica;Gondola;Chimoio, Missão de Nª. Sª. das Amatongas.;-19,1044436;33,813055;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046026;F.A.Mendonça ;4051;25/04/1948;1;Mozambique;Manica;Gondola;Chimoio, Missão de Nª. Sª. das Amatongas.;-19,1044436;33,813055;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046027;F.A.Mendonça;4465;09/06/1948;1;Mozambique;Manica;Manica;Macequece, Cascata de Penha Longa.;-18,8876176;32,7278526;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046028;A.R.Torre;2973;01/07/1941;1;Mozambique;Manica;Macossa;Vila Gouveia. Arredores de Macossa.;-17,8980541;33,9391651;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046029;A.R.Torre;3201;27/07/1941;1;Mozambique;Manica;Manica;Macequece. Penhalonga.;-18,910537;32,802532;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046030;F.A.Mendonça;2263;24/09/1944;1;Mozambique;Zambezia;Gúruè;Gúruè, entre o Nuirre e Lolóè.;-15,374166;37,040556;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046031;A.R.Torre;5475;12/06/1943;1;Mozambique;Zambezia;;Regiões de Nhamarroi e Ile.;-15,991855;37,172844;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046032;A.R.Torre;5541A;21/05/1943;1;Mozambique;Zambezia;;Entre Mocuba e Ile.;-16,432619;37,095699;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046033;A.R.Torre;5541A;21/05/1943;1;Mozambique;Zambezia;;Entre Mocuba e Ile.;-16,432619;37,095699;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046034;A.R.Torre;4;09/1933;2;Mozambique;Niassa;Lichinga;Vila Cabral. Planalto de Lichinga.;-13,2794437;35,2516651;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya lasiostylis;K.Schum.;;
LISC046035;A.R.Torre;4;09/1933;2;Mozambique;Niassa;Lichinga;Vila Cabral. Planalto de Lichinga.;-13,2794437;35,2516651;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya lasiostylis;K.Schum.;;
LISC046036;A.R.Torre;3238;11/08/1941;1;Mozambique;Tete;Marávia;Arredores do Fúngoè. Margens dos regatos.;-15,1616669;31,8877773;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya johnstonii;Baker;;
LISC046037;F.A.Mendonça;4211;13/05/1948;1;Mozambique;Tete;Angónia;Angónia, Vila Mousinho.;-14,7666659;34,3833332;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046038;F.A.Mendonça;4211;13/05/1948;1;Mozambique;Tete;Angónia;Angónia, Vila Mousinho.;-14,7666659;34,3833332;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046039;F.A.Mendonça;2299;28/09/1944;1;Mozambique;Moçambique;Malema;Malema, Mutuáli;-14,871956;37,026959;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046040;A.R.Torre;615;11/07/1936;1;Mozambique;Nampula;;Nampula, rio Ligonha estrada de Murrupula;-15,491591;38,389907;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya rosea;Baker f.;;
LISC046041;F.A.Mendonça;725;10/10/1942;1;Mozambique;Niassa;Lago;Margens do rio Lualeze, entre Vila Cabral e o lago Niassa.;12,824646;35,030788;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya lasiostylis;K.Schum.;;
LISC046042;F.A.Mendonça;2219;22/09/1944;1;Mozambique;Zambezia;Gúruè;Gúruè, entre o Marrequelo e o rio Nuirre.;-15,264356;37,141423;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya burgessiae;Gerrard ex Harv.;;
LISC046043;F.A.Mendonça;780-A;12/10/1942;1;Mozambique;Niassa;Lichinga;Vila Cabral, arredores de Metonia;-13,509906;35,264876;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Dombeya;Dombeya johnstonii;Baker;;
